TIME,30cm,50cm,100cm,150cm,200cm,300cm,500cm,700cm,900cm
2024/3/30 10:40,4.794,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 10:50,4.768,0,0,0,0,0,21.05,23.53,30.68
2024/3/30 11:00,4.77,0,0,0,0,0,21.01,23.5,30.6
2024/3/30 11:10,4.757,0,0,0,0,0,21.02,23.5,30.68
2024/3/30 11:20,4.75,0,0,0,0,0,21.02,23.5,30.67
2024/3/30 11:30,4.729,0,0,0,0,0,21.02,23.53,30.67
2024/3/30 11:40,4.718,0,0,0,0,0,21.02,23.52,30.64
2024/3/30 11:50,4.72,0,0,0,0,0,21,23.48,30.62
2024/3/30 12:00,4.709,0,0,0,0,0,20.98,23.49,30.62
2024/3/30 12:10,4.701,0,0,0,0,0,21.07,23.55,30.71
2024/3/30 12:20,4.702,0,0,0,0,0,21.05,23.53,30.7
2024/3/30 12:30,4.691,0,0,0,0,0,21.07,23.54,30.7
2024/3/30 12:40,4.678,0,0,0,0,0,21.04,23.52,30.71
2024/3/30 12:50,4.669,0,0,0,0,0,21.03,23.49,30.62
2024/3/30 13:00,4.661,0,0,0,0,0,21,23.48,30.63
2024/3/30 13:10,4.662,0,0,0,0,0,21,23.49,30.57
2024/3/30 13:20,4.652,0,0,0,0,0,21.04,23.51,30.67
2024/3/30 13:30,4.636,0,0,0,0,0,21.03,23.49,30.64
2024/3/30 13:40,4.638,0,0,0,0,0,21.01,23.48,30.65
2024/3/30 13:50,4.628,0,0,0,0,0,21,23.48,30.57
2024/3/30 14:00,4.612,0,0,0,0,0,20.97,23.45,30.57
2024/3/30 14:10,4.628,0,0,0,0,0,21.02,23.45,30.6
2024/3/30 14:20,4.618,0,0,0,0,0,21.02,23.48,30.6
2024/3/30 14:30,4.605,0,0,0,0,0,21.01,23.48,30.63
2024/3/30 14:40,4.596,0,0,0,0,0,20.99,23.49,30.61
2024/3/30 14:50,4.57,0,0,0,0,0,21,23.44,30.6
2024/3/30 15:00,4.582,0,0,0,0,0,20.95,23.44,30.56
2024/3/30 15:10,4.558,0,0,0,0,0,20.94,23.46,30.6
2024/3/30 15:20,4.567,0,0,0,0,0,21.02,23.48,30.62
2024/3/30 15:30,4.558,0,0,0,0,0,21.02,23.46,30.66
2024/3/30 15:40,4.538,0,0,0,0,0,21,23.47,30.6
2024/3/30 15:50,4.532,0,0,0,0,0,20.99,23.48,30.62
2024/3/30 16:00,4.569,0,0,0,0,0,21.07,23.55,30.7
2024/3/30 16:10,4.571,0,0,0,0,0,21.07,23.56,30.71
2024/3/30 16:20,4.565,0,0,0,0,0,21.07,23.56,30.71
2024/3/30 16:30,4.558,0,0,0,0,0,21.07,23.56,30.71
2024/3/30 16:40,4.551,0,0,0,0,0,21.07,23.56,30.71
2024/3/30 16:50,4.544,0,0,0,0,0,21.07,23.56,30.71
2024/3/30 17:00,4.54,0,0,0,0,0,21.07,23.56,30.71
2024/3/30 17:10,4.535,0,0,0,0,0,21.07,23.56,30.71
2024/3/30 17:20,4.529,0,0,0,0,0,21.06,23.56,30.71
2024/3/30 17:30,4.525,0,0,0,0,0,21.06,23.56,30.71
2024/3/30 17:40,4.518,0,0,0,0,0,21.06,23.56,30.71
2024/3/30 17:50,4.511,0,0,0,0,0,21.06,23.56,30.71
2024/3/30 18:00,4.504,0,0,0,0,0,21.06,23.56,30.71
2024/3/30 18:10,4.498,0,0,0,0,0,21.06,23.56,30.71
2024/3/30 18:20,4.492,0,0,0,0,0,21.06,23.56,30.71
2024/3/30 18:30,4.487,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 18:40,4.482,0,0,0,0,0,21.06,23.56,30.71
2024/3/30 18:50,4.477,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 19:00,4.473,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 19:10,4.47,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 19:20,4.467,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 19:30,4.463,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 19:40,4.46,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 19:50,4.457,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 20:00,4.454,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 20:10,4.449,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 20:20,4.446,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 20:30,4.443,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 20:40,4.44,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 20:50,4.437,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 21:00,4.433,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 21:10,4.431,0,0,0,0,0,21.06,23.55,30.71
2024/3/30 21:20,4.43,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 21:30,4.427,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 21:40,4.425,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 21:50,4.423,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 22:00,4.422,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 22:10,4.42,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 22:20,4.419,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 22:30,4.415,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 22:40,4.413,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 22:50,4.41,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 23:00,4.406,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 23:10,4.405,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 23:20,4.404,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 23:30,4.404,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 23:40,4.402,0,0,0,0,0,21.06,23.55,30.7
2024/3/30 23:50,4.401,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 00:00,4.398,0,0,0,0,0,21.06,23.55,30.7
2024/3/31 00:10,4.396,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 00:20,4.395,0,0,0,0,0,21.06,23.55,30.7
2024/3/31 00:30,4.393,0,0,0,0,0,21.06,23.55,30.7
2024/3/31 00:40,4.39,0,0,0,0,0,21.06,23.55,30.7
2024/3/31 00:50,4.389,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 01:00,4.388,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 01:10,4.386,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 01:20,4.386,0,0,0,0,0,21.06,23.55,30.7
2024/3/31 01:30,4.384,0,0,0,0,0,21.06,23.55,30.7
2024/3/31 01:40,4.383,0,0,0,0,0,21.06,23.55,30.7
2024/3/31 01:50,4.381,0,0,0,0,0,21.06,23.55,30.7
2024/3/31 02:00,4.38,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 02:10,4.377,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 02:20,4.373,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 02:30,4.367,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 02:40,4.366,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 02:50,4.363,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 03:00,4.359,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 03:10,4.357,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 03:20,4.356,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 03:30,4.355,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 03:40,4.353,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 03:50,4.353,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 04:00,4.352,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 04:10,4.352,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 04:20,4.352,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 04:30,4.352,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 04:40,4.352,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 04:50,4.351,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 05:00,4.35,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 05:10,4.35,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 05:20,4.349,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 05:30,4.347,0,0,0,0,0,21.05,23.55,30.7
2024/3/31 05:40,4.346,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 05:50,4.345,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 06:00,4.345,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 06:10,4.344,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 06:20,4.342,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 06:30,4.341,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 06:40,4.339,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 06:50,4.333,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 07:00,4.325,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 07:10,4.322,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 07:20,4.32,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 07:30,4.318,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 07:40,4.316,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 07:50,4.313,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 08:00,4.312,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 08:10,4.3,0,0,0,0,0,21.01,23.52,30.67
2024/3/31 08:20,4.291,0,0,0,0,0,20.99,23.35,30.54
2024/3/31 08:30,4.274,0,0,0,0,0,20.99,23.42,30.58
2024/3/31 08:40,4.287,0,0,0,0,0,20.99,23.45,30.62
2024/3/31 08:50,4.268,0,0,0,0,0,21.02,23.44,30.61
2024/3/31 09:00,4.28,0,0,0,0,0,20.96,23.45,30.61
2024/3/31 09:10,4.272,0,0,0,0,0,20.95,23.43,30.52
2024/3/31 09:20,4.269,0,0,0,0,0,20.95,23.45,30.51
2024/3/31 09:30,4.287,0,0,0,0,0,20.98,23.49,30.68
2024/3/31 09:40,4.304,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 09:50,4.303,0,0,0,0,0,21.05,23.54,30.7
2024/3/31 10:00,4.298,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 10:10,4.274,0,0,0,0,0,20.98,23.44,30.59
2024/3/31 10:20,4.278,0,0,0,0,0,20.96,23.41,30.57
2024/3/31 10:30,4.273,0,0,0,0,0,20.99,23.44,30.58
2024/3/31 10:40,4.264,0,0,0,0,0,20.98,23.41,30.59
2024/3/31 10:50,4.278,0,0,0,0,0,20.96,23.43,30.59
2024/3/31 11:00,4.281,0,0,0,0,0,21.01,23.51,30.66
2024/3/31 11:10,4.299,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 11:20,4.301,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 11:30,4.26,0,0,0,0,0,20.95,23.43,30.49
2024/3/31 11:40,4.295,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 11:50,4.295,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 12:00,4.301,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 12:10,4.292,0,0,0,0,0,21.03,23.52,30.67
2024/3/31 12:20,4.297,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 12:30,4.299,0,0,0,0,0,21.05,23.54,30.69
2024/3/31 12:40,4.299,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 12:50,4.298,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 13:00,4.298,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 13:10,4.297,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 13:20,4.296,0,0,0,0,0,21.05,23.53,30.68
2024/3/31 13:30,4.288,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 13:40,4.293,0,0,0,0,0,21.04,23.51,30.67
2024/3/31 13:50,4.266,0,0,0,0,0,21,23.47,30.61
2024/3/31 14:00,4.265,0,0,0,0,0,21.01,23.45,30.63
2024/3/31 14:10,4.28,0,0,0,0,0,20.99,23.49,30.62
2024/3/31 14:20,4.298,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 14:30,4.26,0,0,0,0,0,20.98,23.48,30.58
2024/3/31 14:40,4.255,0,0,0,0,0,21,23.42,30.61
2024/3/31 14:50,4.251,0,0,0,0,0,20.99,23.45,30.63
2024/3/31 15:00,4.293,0,0,0,0,0,21.04,23.52,30.66
2024/3/31 15:10,4.296,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 15:20,4.292,0,0,0,0,0,21.03,23.51,30.66
2024/3/31 15:30,4.296,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 15:40,4.296,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 15:50,4.295,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 16:00,4.292,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 16:10,4.291,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 16:20,4.293,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 16:30,4.292,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 16:40,4.292,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 16:50,4.293,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 17:00,4.291,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 17:10,4.291,0,0,0,0,0,21.05,23.53,30.69
2024/3/31 17:20,4.291,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 17:30,4.29,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 17:40,4.288,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 17:50,4.287,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 18:00,4.288,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 18:10,4.287,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 18:20,4.282,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 18:30,4.281,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 18:40,4.28,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 18:50,4.28,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 19:00,4.278,0,0,0,0,0,21.04,23.53,30.69
2024/3/31 19:10,4.273,0,0,0,0,0,21.04,23.53,30.68
2024/3/31 19:20,4.27,0,0,0,0,0,21.04,23.53,30.68
2024/3/31 19:30,4.268,0,0,0,0,0,21.04,23.53,30.68
2024/3/31 19:40,4.268,0,0,0,0,0,21.04,23.53,30.68
2024/3/31 19:50,4.267,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 20:00,4.266,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 20:10,4.263,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 20:20,4.263,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 20:30,4.263,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 20:40,4.263,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 20:50,4.263,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 21:00,4.263,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 21:10,4.263,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 21:20,4.261,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 21:30,4.26,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 21:40,4.259,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 21:50,4.259,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 22:00,4.26,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 22:10,4.258,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 22:20,4.258,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 22:30,4.26,0,0,0,0,0,21.03,23.52,30.68
2024/3/31 22:40,4.26,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 22:50,4.26,0,0,0,0,0,21.04,23.52,30.68
2024/3/31 23:00,4.258,0,0,0,0,0,21.03,23.52,30.68
2024/3/31 23:10,4.258,0,0,0,0,0,21.03,23.52,30.68
2024/3/31 23:20,4.258,0,0,0,0,0,21.03,23.52,30.68
2024/3/31 23:30,4.26,0,0,0,0,0,21.03,23.52,30.68
2024/3/31 23:40,4.26,0,0,0,0,0,21.03,23.52,30.68
2024/3/31 23:50,4.26,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 00:00,4.262,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 00:10,4.263,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 00:20,4.264,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 00:30,4.265,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 00:40,4.267,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 00:50,4.269,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 01:00,4.27,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 01:10,4.27,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 01:20,4.268,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 01:30,4.27,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 01:40,4.272,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 01:50,4.269,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 02:00,4.265,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 02:10,4.267,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 02:20,4.271,0,0,0,0,0,21.03,23.52,30.68
2024/4/1 02:30,4.275,0,0,0,0,0,21.04,23.52,30.68
2024/4/1 02:40,4.278,0,0,0,0,0,21.04,23.52,30.68
2024/4/1 02:50,4.278,0,0,0,0,0,21.04,23.52,30.68
2024/4/1 03:00,4.281,0,0,0,0,0,21.04,23.52,30.67
2024/4/1 03:10,4.281,0,0,0,0,0,21.04,23.52,30.67
2024/4/1 03:20,4.279,0,0,0,0,0,21.04,23.52,30.67
2024/4/1 03:30,4.276,0,0,0,0,0,21.04,23.52,30.67
2024/4/1 03:40,4.277,0,0,0,0,0,21.04,23.52,30.67
2024/4/1 03:50,4.276,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 04:00,4.272,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 04:10,4.271,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 04:20,4.268,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 04:30,4.268,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 04:40,4.266,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 04:50,4.266,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 05:00,4.263,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 05:10,4.255,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 05:20,4.253,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 05:30,4.253,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 05:40,4.252,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 05:50,4.251,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 06:00,4.25,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 06:10,4.248,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 06:20,4.25,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 06:30,4.25,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 06:40,4.253,0,0,0,0,0,21.03,23.52,30.67
2024/4/1 06:50,4.259,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 07:00,4.253,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 07:10,4.248,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 07:20,4.246,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 07:30,4.245,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 07:40,4.243,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 07:50,4.241,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 08:00,4.24,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 08:10,4.24,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 08:20,4.237,0,0,0,0,0,21.03,23.5,30.67
2024/4/1 08:30,4.201,0,0,0,0,0,20.97,23.46,30.58
2024/4/1 08:40,4.211,0,0,0,0,0,20.94,23.41,30.47
2024/4/1 08:50,4.2,0,0,0,0,0,20.96,23.42,30.6
2024/4/1 09:00,4.21,0,0,0,0,0,20.93,23.41,30.54
2024/4/1 09:10,4.198,0,0,0,0,0,20.93,23.39,30.5
2024/4/1 09:20,4.201,0,0,0,0,0,20.98,23.4,30.59
2024/4/1 09:30,4.207,0,0,0,0,0,21.01,23.45,30.58
2024/4/1 09:40,4.205,0,0,0,0,0,21.03,23.48,30.62
2024/4/1 09:50,4.231,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 10:00,4.232,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 10:10,4.232,0,0,0,0,0,21.03,23.51,30.67
2024/4/1 10:20,4.207,0,0,0,0,0,21,23.47,30.62
2024/4/1 10:30,4.211,0,0,0,0,0,21,23.47,30.58
2024/4/1 10:40,4.193,0,0,0,0,0,20.97,23.46,30.59
2024/4/1 10:50,4.201,0,0,0,0,0,20.96,23.37,30.47
2024/4/1 11:00,4.207,0,0,0,0,0,20.9,23.38,30.5
2024/4/1 11:10,4.19,0,0,0,0,0,20.97,23.39,30.51
2024/4/1 11:20,4.214,0,0,0,0,0,20.98,23.48,30.6
2024/4/1 11:30,4.209,0,0,0,0,0,20.97,23.36,30.52
2024/4/1 11:40,4.192,0,0,0,0,0,20.95,23.37,30.55
2024/4/1 11:50,4.196,0,0,0,0,0,20.97,23.42,30.58
2024/4/1 12:00,4.209,0,0,0,0,0,20.99,23.46,30.62
2024/4/1 12:10,4.22,0,0,0,0,0,21,23.47,30.64
2024/4/1 12:20,4.214,0,0,0,0,0,20.99,23.46,30.62
2024/4/1 12:30,4.213,0,0,0,0,0,20.99,23.47,30.62
2024/4/1 12:40,4.221,0,0,0,0,0,21,23.46,30.63
2024/4/1 12:50,4.221,0,0,0,0,0,21.01,23.48,30.66
2024/4/1 13:00,4.215,0,0,0,0,0,21,23.45,30.59
2024/4/1 13:10,4.216,0,0,0,0,0,20.93,23.31,30.45
2024/4/1 13:20,4.207,0,0,0,0,0,20.92,23.4,30.49
2024/4/1 13:30,4.225,0,0,0,0,0,20.97,23.44,30.55
2024/4/1 13:40,4.217,0,0,0,0,0,20.97,23.47,30.61
2024/4/1 13:50,4.226,0,0,0,0,0,21.01,23.47,30.62
2024/4/1 14:00,4.208,0,0,0,0,0,20.92,23.36,30.55
2024/4/1 14:10,4.221,0,0,0,0,0,20.94,23.42,30.49
2024/4/1 14:20,4.223,0,0,0,0,0,20.97,23.4,30.57
2024/4/1 14:30,4.21,0,0,0,0,0,20.91,23.34,30.52
2024/4/1 14:40,4.233,0,0,0,0,0,21,23.47,30.63
2024/4/1 14:50,4.227,0,0,0,0,0,20.96,23.35,30.55
2024/4/1 15:00,4.214,0,0,0,0,0,20.95,23.36,30.56
2024/4/1 15:10,4.223,0,0,0,0,0,20.96,23.42,30.56
2024/4/1 15:20,4.239,0,0,0,0,0,21,23.47,30.63
2024/4/1 15:30,4.223,0,0,0,0,0,20.96,23.47,30.51
2024/4/1 15:40,4.256,0,0,0,0,0,21.03,23.5,30.66
2024/4/1 15:50,4.258,0,0,0,0,0,21.03,23.5,30.66
2024/4/1 16:00,4.257,0,0,0,0,0,21.03,23.5,30.66
2024/4/1 16:10,4.258,0,0,0,0,0,21.03,23.5,30.66
2024/4/1 16:20,4.256,0,0,0,0,0,21.03,23.5,30.66
2024/4/1 16:30,4.253,0,0,0,0,0,21.03,23.5,30.66
2024/4/1 16:40,4.255,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 16:50,4.258,0,0,0,0,0,21.03,23.5,30.66
2024/4/1 17:00,4.258,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 17:10,4.252,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 17:20,4.248,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 17:30,4.243,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 17:40,4.24,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 17:50,4.24,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 18:00,4.238,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 18:10,4.237,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 18:20,4.237,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 18:30,4.238,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 18:40,4.237,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 18:50,4.236,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 19:00,4.235,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 19:10,4.235,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 19:20,4.235,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 19:30,4.235,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 19:40,4.235,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 19:50,4.237,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 20:00,4.237,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 20:10,4.237,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 20:20,4.237,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 20:30,4.238,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 20:40,4.238,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 20:50,4.239,0,0,0,0,0,21.02,23.5,30.66
2024/4/1 21:00,4.239,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 21:10,4.239,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 21:20,4.24,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 21:30,4.24,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 21:40,4.24,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 21:50,4.24,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 22:00,4.24,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 22:10,4.242,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 22:20,4.242,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 22:30,4.242,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 22:40,4.243,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 22:50,4.244,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 23:00,4.245,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 23:10,4.247,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 23:20,4.247,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 23:30,4.249,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 23:40,4.25,0,0,0,0,0,21.01,23.5,30.66
2024/4/1 23:50,4.25,0,0,0,0,0,21.01,23.5,30.66
2024/4/2 00:00,4.252,0,0,0,0,0,21.01,23.5,30.66
2024/4/2 00:10,4.254,0,0,0,0,0,21.01,23.5,30.66
2024/4/2 00:20,4.255,0,0,0,0,0,21.01,23.5,30.66
2024/4/2 00:30,4.255,0,0,0,0,0,21.01,23.5,30.66
2024/4/2 00:40,4.256,0,0,0,0,0,21.01,23.49,30.66
2024/4/2 00:50,4.258,0,0,0,0,0,21.01,23.49,30.66
2024/4/2 01:00,4.26,0,0,0,0,0,21.01,23.49,30.66
2024/4/2 01:10,4.26,0,0,0,0,0,21.02,23.49,30.66
2024/4/2 01:20,4.261,0,0,0,0,0,21.01,23.49,30.66
2024/4/2 01:30,4.262,0,0,0,0,0,21.02,23.49,30.66
